"id","symbol","signal_type","strength","price","timeframe","source","message","created_at","indicator_type","indicator_data","indicator_config","volume_24h","price_change_24h","confidence_score","combined_score","processed","processed_at","processed_by","processing_time_ms"
898,"1INCH",buy,strong,0.2534,"15m",binance,RSI 19.98 - buy signal,2025-08-14 12:35:44.420,"[""RSI""]","{""rsi_value"": 19.98, ""rsi_window"": 14, ""oversold_level"": 20.0, ""overbought_level"": 80.0}","{""rsi_window"": 14, ""timeframe"": ""15m"", ""exchange"": ""binance""}",,,,,false,,,324
877,A,buy,strong,0.5109,"15m",binance,RSI 12.95 - buy signal,2025-08-14 12:35:32.030,"[""RSI""]","{""rsi_value"": 12.95, ""rsi_window"": 14, ""oversold_level"": 20.0, ""overbought_level"": 80.0}","{""rsi_window"": 14, ""timeframe"": ""15m"", ""exchange"": ""binance""}",,,,,false,,,323
1184,A,buy,strong,0.4981,"15m",binance,RSI 19.49 - buy signal,2025-08-15 15:24:25.008,"[""RSI""]","{""rsi_value"": 19.49, ""rsi_window"": 14, ""oversold_level"": 20.0, ""overbought_level"": 80.0}","{""rsi_window"": 14, ""timeframe"": ""15m"", ""exchange"": ""binance""}",,,,,false,,,866
464,A,sell,strong,0.5573,"15m",binance,RSI 81.46 - sell signal,2025-08-11 16:44:31.629,"[""RSI""]","{""rsi_value"": 81.46, ""rsi_window"": 14, ""oversold_level"": 20.0, ""overbought_level"": 80.0}","{""rsi_window"": 14, ""timeframe"": ""15m"", ""exchange"": ""binance""}",,,,,false,,,333
1281,A,buy,strong,0.4942,"15m",binance,RSI 16.38 - buy signal,2025-08-15 15:44:14.539,"[""RSI""]","{""rsi_value"": 16.38, ""rsi_window"": 14, ""oversold_level"": 20.0, ""overbought_level"": 80.0}","{""rsi_window"": 14, ""timeframe"": ""15m"", ""exchange"": ""binance""}",,,,,false,,,320
707,A,sell,strong,0.5741,"15m",binance,RSI 80.37 - sell signal,2025-08-13 09:15:44.979,"[""RSI""]","{""rsi_value"": 80.37, ""rsi_window"": 14, ""oversold_level"": 20.0, ""overbought_level"": 80.0}","{""rsi_window"": 14, ""timeframe"": ""15m"", ""exchange"": ""binance""}",,,,,false,,,325
709,A,sell,strong,0.58,"15m",binance,RSI 83.74 - sell signal,2025-08-13 09:37:14.808,"[""RSI""]","{""rsi_value"": 83.74, ""rsi_window"": 14, ""oversold_level"": 20.0, ""overbought_level"": 80.0}","{""rsi_window"": 14, ""timeframe"": ""15m"", ""exchange"": ""binance""}",,,,,false,,,326
335,AAVE,buy,strong,297.62,"15m",binance,RSI 19.86 - buy signal,2025-08-11 11:51:15.228,"[""RSI""]","{""rsi_value"": 19.86, ""rsi_window"": 14, ""oversold_level"": 20.0, ""overbought_level"": 80.0}","{""rsi_window"": 14, ""timeframe"": ""15m"", ""exchange"": ""binance""}",,,,,false,,,318
1399,AAVE,buy,strong,294.41,"15m",binance,RSI 17.01 - buy signal,2025-08-15 16:02:02.031,"[""RSI""]","{""rsi_value"": 17.01, ""rsi_window"": 14, ""oversold_level"": 20.0, ""overbought_level"": 80.0}","{""rsi_window"": 14, ""timeframe"": ""15m"", ""exchange"": ""binance""}",,,,,false,,,324
854,AAVE,buy,strong,308.01,"15m",binance,RSI 14.28 - buy signal,2025-08-14 12:35:18.379,"[""RSI""]","{""rsi_value"": 14.28, ""rsi_window"": 14, ""oversold_level"": 20.0, ""overbought_level"": 80.0}","{""rsi_window"": 14, ""timeframe"": ""15m"", ""exchange"": ""binance""}",,,,,false,,,323
1209,AAVE,buy,strong,297.0,"15m",binance,RSI 19.56 - buy signal,2025-08-15 15:28:41.432,"[""RSI""]","{""rsi_value"": 19.56, ""rsi_window"": 14, ""oversold_level"": 20.0, ""overbought_level"": 80.0}","{""rsi_window"": 14, ""timeframe"": ""15m"", ""exchange"": ""binance""}",,,,,false,,,319
1474,AB,sell,strong,0.008608,"15m",gate,RSI 85.54 - sell signal,2025-08-16 11:01:48.393,"[""RSI""]","{""rsi_value"": 85.54, ""rsi_window"": 14, ""oversold_level"": 20.0, ""overbought_level"": 80.0}","{""rsi_window"": 14, ""timeframe"": ""15m"", ""exchange"": ""gate""}",,,,,false,,,1115
1100,AB,buy,strong,0.008033,"15m",gate,RSI 10.83 - buy signal,2025-08-14 16:48:21.408,"[""RSI""]","{""rsi_value"": 10.83, ""rsi_window"": 14, ""oversold_level"": 20.0, ""overbought_level"": 80.0}","{""rsi_window"": 14, ""timeframe"": ""15m"", ""exchange"": ""gate""}",,,,,false,,,1088
1472,AB,sell,strong,0.008515,"15m",gate,RSI 82.93 - sell signal,2025-08-16 10:43:18.162,"[""RSI""]","{""rsi_value"": 82.93, ""rsi_window"": 14, ""oversold_level"": 20.0, ""overbought_level"": 80.0}","{""rsi_window"": 14, ""timeframe"": ""15m"", ""exchange"": ""gate""}",,,,,false,,,1194
179,ACH,buy,strong,0.02237,"15m",binance,RSI 18.21 - buy signal,2025-08-11 11:19:09.053,"[""RSI""]","{""rsi_value"": 18.21, ""rsi_window"": 14, ""oversold_level"": 20.0, ""overbought_level"": 80.0}","{""rsi_window"": 14, ""timeframe"": ""15m"", ""exchange"": ""binance""}",,,,,false,,,320
942,ACH,buy,strong,0.02155,"15m",binance,RSI 19.84 - buy signal,2025-08-14 12:36:16.902,"[""RSI""]","{""rsi_value"": 19.84, ""rsi_window"": 14, ""oversold_level"": 20.0, ""overbought_level"": 80.0}","{""rsi_window"": 14, ""timeframe"": ""15m"", ""exchange"": ""binance""}",,,,,false,,,325
72,ACH,sell,strong,0.02358,"15m",binance,RSI 80.50 - sell signal,2025-08-10 20:51:56.815,"[""RSI""]","{""rsi_value"": 80.5, ""rsi_window"": 14, ""oversold_level"": 20.0, ""overbought_level"": 80.0}","{""rsi_window"": 14, ""timeframe"": ""15m"", ""exchange"": ""binance""}",,,,,false,,,323
947,ACX,buy,strong,0.1807,"15m",binance,RSI 19.73 - buy signal,2025-08-14 12:36:21.310,"[""RSI""]","{""rsi_value"": 19.73, ""rsi_window"": 14, ""oversold_level"": 20.0, ""overbought_level"": 80.0}","{""rsi_window"": 14, ""timeframe"": ""15m"", ""exchange"": ""binance""}",,,,,false,,,322
362,ACX,buy,strong,0.1745,"15m",binance,RSI 15.47 - buy signal,2025-08-11 11:52:17.646,"[""RSI""]","{""rsi_value"": 15.47, ""rsi_window"": 14, ""oversold_level"": 20.0, ""overbought_level"": 80.0}","{""rsi_window"": 14, ""timeframe"": ""15m"", ""exchange"": ""binance""}",,,,,false,,,318
1339,ACX,buy,strong,0.1711,"15m",binance,RSI 17.73 - buy signal,2025-08-15 15:45:18.296,"[""RSI""]","{""rsi_value"": 17.73, ""rsi_window"": 14, ""oversold_level"": 20.0, ""overbought_level"": 80.0}","{""rsi_window"": 14, ""timeframe"": ""15m"", ""exchange"": ""binance""}",,,,,false,,,318
272,ACX,buy,strong,0.1766,"15m",binance,RSI 18.88 - buy signal,2025-08-11 11:31:36.790,"[""RSI""]","{""rsi_value"": 18.88, ""rsi_window"": 14, ""oversold_level"": 20.0, ""overbought_level"": 80.0}","{""rsi_window"": 14, ""timeframe"": ""15m"", ""exchange"": ""binance""}",,,,,false,,,322
797,ADA,sell,strong,0.9939,"15m",binance,RSI 83.33 - sell signal,2025-08-14 04:21:47.714,"[""RSI""]","{""rsi_value"": 83.33, ""rsi_window"": 14, ""oversold_level"": 20.0, ""overbought_level"": 80.0}","{""rsi_window"": 14, ""timeframe"": ""15m"", ""exchange"": ""binance""}",,,,,false,,,322
770,ADA,sell,strong,0.9165,"15m",binance,RSI 80.70 - sell signal,2025-08-13 23:06:23.796,"[""RSI""]","{""rsi_value"": 80.7, ""rsi_window"": 14, ""oversold_level"": 20.0, ""overbought_level"": 80.0}","{""rsi_window"": 14, ""timeframe"": ""15m"", ""exchange"": ""binance""}",,,,,false,,,324
585,ADA,sell,strong,0.8305,"15m",binance,RSI 80.95 - sell signal,2025-08-12 17:12:08.631,"[""RSI""]","{""rsi_value"": 80.95, ""rsi_window"": 14, ""oversold_level"": 20.0, ""overbought_level"": 80.0}","{""rsi_window"": 14, ""timeframe"": ""15m"", ""exchange"": ""binance""}",,,,,false,,,337
984,AERO,buy,strong,1.2479,"15m",gate,RSI 19.31 - buy signal,2025-08-14 12:37:07.851,"[""RSI""]","{""rsi_value"": 19.31, ""rsi_window"": 14, ""oversold_level"": 20.0, ""overbought_level"": 80.0}","{""rsi_window"": 14, ""timeframe"": ""15m"", ""exchange"": ""gate""}",,,,,false,,,1080
549,AERO,sell,strong,1.2427,"15m",gate,RSI 80.45 - sell signal,2025-08-12 15:54:53.241,"[""RSI""]","{""rsi_value"": 80.45, ""rsi_window"": 14, ""oversold_level"": 20.0, ""overbought_level"": 80.0}","{""rsi_window"": 14, ""timeframe"": ""15m"", ""exchange"": ""gate""}",,,,,false,,,1158
367,AEVO,buy,strong,0.0982,"15m",binance,RSI 15.94 - buy signal,2025-08-11 11:52:22.530,"[""RSI""]","{""rsi_value"": 15.94, ""rsi_window"": 14, ""oversold_level"": 20.0, ""overbought_level"": 80.0}","{""rsi_window"": 14, ""timeframe"": ""15m"", ""exchange"": ""binance""}",,,,,false,,,325
955,AEVO,buy,strong,0.0991,"15m",binance,RSI 19.93 - buy signal,2025-08-14 12:36:26.166,"[""RSI""]","{""rsi_value"": 19.93, ""rsi_window"": 14, ""oversold_level"": 20.0, ""overbought_level"": 80.0}","{""rsi_window"": 14, ""timeframe"": ""15m"", ""exchange"": ""binance""}",,,,,false,,,326
1346,AEVO,buy,strong,0.0928,"15m",binance,RSI 18.93 - buy signal,2025-08-15 15:45:23.147,"[""RSI""]","{""rsi_value"": 18.93, ""rsi_window"": 14, ""oversold_level"": 20.0, ""overbought_level"": 80.0}","{""rsi_window"": 14, ""timeframe"": ""15m"", ""exchange"": ""binance""}",,,,,false,,,324
274,AEVO,buy,strong,0.0994,"15m",binance,RSI 19.87 - buy signal,2025-08-11 11:31:41.628,"[""RSI""]","{""rsi_value"": 19.87, ""rsi_window"": 14, ""oversold_level"": 20.0, ""overbought_level"": 80.0}","{""rsi_window"": 14, ""timeframe"": ""15m"", ""exchange"": ""binance""}",,,,,false,,,318
156,AGI,buy,strong,0.05241,"15m",gate,RSI 19.70 - buy signal,2025-08-11 11:16:11.925,"[""RSI""]","{""rsi_value"": 19.7, ""rsi_window"": 14, ""oversold_level"": 20.0, ""overbought_level"": 80.0}","{""rsi_window"": 14, ""timeframe"": ""15m"", ""exchange"": ""gate""}",,,,,false,,,1126
282,AGI,buy,strong,0.0521,"15m",gate,RSI 16.91 - buy signal,2025-08-11 11:33:44.756,"[""RSI""]","{""rsi_value"": 16.91, ""rsi_window"": 14, ""oversold_level"": 20.0, ""overbought_level"": 80.0}","{""rsi_window"": 14, ""timeframe"": ""15m"", ""exchange"": ""gate""}",,,,,false,,,1108
708,AGLD,sell,strong,0.773,"15m",binance,RSI 80.60 - sell signal,2025-08-13 09:29:05.792,"[""RSI""]","{""rsi_value"": 80.6, ""rsi_window"": 14, ""oversold_level"": 20.0, ""overbought_level"": 80.0}","{""rsi_window"": 14, ""timeframe"": ""15m"", ""exchange"": ""binance""}",,,,,false,,,326
1204,AGLD,buy,strong,0.693,"15m",binance,RSI 18.97 - buy signal,2025-08-15 15:25:59.841,"[""RSI""]","{""rsi_value"": 18.97, ""rsi_window"": 14, ""oversold_level"": 20.0, ""overbought_level"": 80.0}","{""rsi_window"": 14, ""timeframe"": ""15m"", ""exchange"": ""binance""}",,,,,false,,,321
188,AGLD,buy,strong,0.73,"15m",binance,RSI 19.07 - buy signal,2025-08-11 11:19:31.907,"[""RSI""]","{""rsi_value"": 19.07, ""rsi_window"": 14, ""oversold_level"": 20.0, ""overbought_level"": 80.0}","{""rsi_window"": 14, ""timeframe"": ""15m"", ""exchange"": ""binance""}",,,,,false,,,324
1362,AGLD,buy,strong,0.686,"15m",binance,RSI 15.28 - buy signal,2025-08-15 15:45:38.319,"[""RSI""]","{""rsi_value"": 15.28, ""rsi_window"": 14, ""oversold_level"": 20.0, ""overbought_level"": 80.0}","{""rsi_window"": 14, ""timeframe"": ""15m"", ""exchange"": ""binance""}",,,,,false,,,317
1034,AI16Z,buy,strong,0.12483,"15m",gate,RSI 18.87 - buy signal,2025-08-14 13:03:42.436,"[""RSI""]","{""rsi_value"": 18.87, ""rsi_window"": 14, ""oversold_level"": 20.0, ""overbought_level"": 80.0}","{""rsi_window"": 14, ""timeframe"": ""15m"", ""exchange"": ""gate""}",,,,,false,,,1250
326,AI16Z,buy,strong,0.13722,"15m",gate,RSI 17.88 - buy signal,2025-08-11 11:49:59.600,"[""RSI""]","{""rsi_value"": 17.88, ""rsi_window"": 14, ""oversold_level"": 20.0, ""overbought_level"": 80.0}","{""rsi_window"": 14, ""timeframe"": ""15m"", ""exchange"": ""gate""}",,,,,false,,,1444
54,AI16Z,sell,strong,0.14846,"15m",gate,RSI 80.38 - sell signal,2025-08-10 17:28:19.718,"[""RSI""]","{""rsi_value"": 80.38, ""rsi_window"": 14, ""oversold_level"": 20.0, ""overbought_level"": 80.0}","{""rsi_window"": 14, ""timeframe"": ""15m"", ""exchange"": ""gate""}",,,,,false,,,1084
803,AIC,sell,strong,0.17889,"15m",gate,RSI 84.97 - sell signal,2025-08-14 05:23:41.035,"[""RSI""]","{""rsi_value"": 84.97, ""rsi_window"": 14, ""oversold_level"": 20.0, ""overbought_level"": 80.0}","{""rsi_window"": 14, ""timeframe"": ""15m"", ""exchange"": ""gate""}",,,,,false,,,1111
799,AIC,sell,strong,0.17116,"15m",gate,RSI 80.47 - sell signal,2025-08-14 04:32:34.750,"[""RSI""]","{""rsi_value"": 80.47, ""rsi_window"": 14, ""oversold_level"": 20.0, ""overbought_level"": 80.0}","{""rsi_window"": 14, ""timeframe"": ""15m"", ""exchange"": ""gate""}",,,,,false,,,1144
438,AIOZ,buy,strong,0.3774,"15m",gate,RSI 15.49 - buy signal,2025-08-11 12:57:13.143,"[""RSI""]","{""rsi_value"": 15.49, ""rsi_window"": 14, ""oversold_level"": 20.0, ""overbought_level"": 80.0}","{""rsi_window"": 14, ""timeframe"": ""15m"", ""exchange"": ""gate""}",,,,,false,,,1102
385,AIOZ,buy,strong,0.38,"15m",gate,RSI 18.03 - buy signal,2025-08-11 11:53:18.947,"[""RSI""]","{""rsi_value"": 18.03, ""rsi_window"": 14, ""oversold_level"": 20.0, ""overbought_level"": 80.0}","{""rsi_window"": 14, ""timeframe"": ""15m"", ""exchange"": ""gate""}",,,,,false,,,1099
755,AIOZ,sell,strong,0.4513,"15m",gate,RSI 81.14 - sell signal,2025-08-13 17:52:20.766,"[""RSI""]","{""rsi_value"": 81.14, ""rsi_window"": 14, ""oversold_level"": 20.0, ""overbought_level"": 80.0}","{""rsi_window"": 14, ""timeframe"": ""15m"", ""exchange"": ""gate""}",,,,,false,,,1116
1093,AIOZ,buy,strong,0.4053,"15m",gate,RSI 19.43 - buy signal,2025-08-14 13:40:49.038,"[""RSI""]","{""rsi_value"": 19.43, ""rsi_window"": 14, ""oversold_level"": 20.0, ""overbought_level"": 80.0}","{""rsi_window"": 14, ""timeframe"": ""15m"", ""exchange"": ""gate""}",,,,,false,,,1157
821,AITECH,buy,strong,0.04361,"15m",gate,RSI 19.53 - buy signal,2025-08-14 09:08:37.251,"[""RSI""]","{""rsi_value"": 19.53, ""rsi_window"": 14, ""oversold_level"": 20.0, ""overbought_level"": 80.0}","{""rsi_window"": 14, ""timeframe"": ""15m"", ""exchange"": ""gate""}",,,,,false,,,1175
435,AITECH,buy,strong,0.04138,"15m",gate,RSI 16.95 - buy signal,2025-08-11 12:50:42.160,"[""RSI""]","{""rsi_value"": 16.95, ""rsi_window"": 14, ""oversold_level"": 20.0, ""overbought_level"": 80.0}","{""rsi_window"": 14, ""timeframe"": ""15m"", ""exchange"": ""gate""}",,,,,false,,,1126
727,AITECH,sell,strong,0.0444,"15m",gate,RSI 80.11 - sell signal,2025-08-13 11:21:28.602,"[""RSI""]","{""rsi_value"": 80.11, ""rsi_window"": 14, ""oversold_level"": 20.0, ""overbought_level"": 80.0}","{""rsi_window"": 14, ""timeframe"": ""15m"", ""exchange"": ""gate""}",,,,,false,,,1110
1331,AIXBT,buy,strong,0.1129,"15m",binance,RSI 19.23 - buy signal,2025-08-15 15:45:08.810,"[""RSI""]","{""rsi_value"": 19.23, ""rsi_window"": 14, ""oversold_level"": 20.0, ""overbought_level"": 80.0}","{""rsi_window"": 14, ""timeframe"": ""15m"", ""exchange"": ""binance""}",,,,,false,,,1582
356,AIXBT,buy,strong,0.1302,"15m",binance,RSI 17.26 - buy signal,2025-08-11 11:52:08.952,"[""RSI""]","{""rsi_value"": 17.26, ""rsi_window"": 14, ""oversold_level"": 20.0, ""overbought_level"": 80.0}","{""rsi_window"": 14, ""timeframe"": ""15m"", ""exchange"": ""binance""}",,,,,false,,,330
939,AIXBT,buy,strong,0.1186,"15m",binance,RSI 16.11 - buy signal,2025-08-14 12:36:12.060,"[""RSI""]","{""rsi_value"": 16.11, ""rsi_window"": 14, ""oversold_level"": 20.0, ""overbought_level"": 80.0}","{""rsi_window"": 14, ""timeframe"": ""15m"", ""exchange"": ""binance""}",,,,,false,,,320
209,AIXBT,buy,strong,0.1325,"15m",binance,RSI 19.40 - buy signal,2025-08-11 11:23:12.223,"[""RSI""]","{""rsi_value"": 19.4, ""rsi_window"": 14, ""oversold_level"": 20.0, ""overbought_level"": 80.0}","{""rsi_window"": 14, ""timeframe"": ""15m"", ""exchange"": ""binance""}",,,,,false,,,322
99,AKT,sell,strong,1.3444,"15m",gate,RSI 80.50 - sell signal,2025-08-11 02:40:31.704,"[""RSI""]","{""rsi_value"": 80.5, ""rsi_window"": 14, ""oversold_level"": 20.0, ""overbought_level"": 80.0}","{""rsi_window"": 14, ""timeframe"": ""15m"", ""exchange"": ""gate""}",,,,,false,,,1138
775,AKT,sell,strong,1.3806,"15m",gate,RSI 80.48 - sell signal,2025-08-14 00:20:33.508,"[""RSI""]","{""rsi_value"": 80.48, ""rsi_window"": 14, ""oversold_level"": 20.0, ""overbought_level"": 80.0}","{""rsi_window"": 14, ""timeframe"": ""15m"", ""exchange"": ""gate""}",,,,,false,,,1146
779,AKT,sell,strong,1.3936,"15m",gate,RSI 83.47 - sell signal,2025-08-14 00:37:02.137,"[""RSI""]","{""rsi_value"": 83.47, ""rsi_window"": 14, ""oversold_level"": 20.0, ""overbought_level"": 80.0}","{""rsi_window"": 14, ""timeframe"": ""15m"", ""exchange"": ""gate""}",,,,,false,,,1102
761,ALEO,sell,strong,0.2699,"15m",gate,RSI 81.49 - sell signal,2025-08-13 20:53:51.452,"[""RSI""]","{""rsi_value"": 81.49, ""rsi_window"": 14, ""oversold_level"": 20.0, ""overbought_level"": 80.0}","{""rsi_window"": 14, ""timeframe"": ""15m"", ""exchange"": ""gate""}",,,,,false,,,1109
102,ALGO,sell,strong,0.2788,"15m",binance,RSI 80.03 - sell signal,2025-08-11 02:50:41.855,"[""RSI""]","{""rsi_value"": 80.03, ""rsi_window"": 14, ""oversold_level"": 20.0, ""overbought_level"": 80.0}","{""rsi_window"": 14, ""timeframe"": ""15m"", ""exchange"": ""binance""}",,,,,false,,,321
1119,ALGO,sell,strong,0.266,"15m",binance,RSI 80.37 - sell signal,2025-08-15 04:12:45.376,"[""RSI""]","{""rsi_value"": 80.37, ""rsi_window"": 14, ""oversold_level"": 20.0, ""overbought_level"": 80.0}","{""rsi_window"": 14, ""timeframe"": ""15m"", ""exchange"": ""binance""}",,,,,false,,,323
859,ALGO,buy,strong,0.2496,"15m",binance,RSI 15.15 - buy signal,2025-08-14 12:35:21.294,"[""RSI""]","{""rsi_value"": 15.15, ""rsi_window"": 14, ""oversold_level"": 20.0, ""overbought_level"": 80.0}","{""rsi_window"": 14, ""timeframe"": ""15m"", ""exchange"": ""binance""}",,,,,false,,,326
689,ALT,sell,strong,0.04091,"15m",binance,RSI 80.12 - sell signal,2025-08-13 00:01:12.195,"[""RSI""]","{""rsi_value"": 80.12, ""rsi_window"": 14, ""oversold_level"": 20.0, ""overbought_level"": 80.0}","{""rsi_window"": 14, ""timeframe"": ""15m"", ""exchange"": ""binance""}",,,,,false,,,335
265,ALT,buy,strong,0.03562,"15m",binance,RSI 17.39 - buy signal,2025-08-11 11:31:22.612,"[""RSI""]","{""rsi_value"": 17.39, ""rsi_window"": 14, ""oversold_level"": 20.0, ""overbought_level"": 80.0}","{""rsi_window"": 14, ""timeframe"": ""15m"", ""exchange"": ""binance""}",,,,,false,,,322
354,ALT,buy,strong,0.03533,"15m",binance,RSI 15.19 - buy signal,2025-08-11 11:52:03.463,"[""RSI""]","{""rsi_value"": 15.19, ""rsi_window"": 14, ""oversold_level"": 20.0, ""overbought_level"": 80.0}","{""rsi_window"": 14, ""timeframe"": ""15m"", ""exchange"": ""binance""}",,,,,false,,,317
1005,AMP,buy,strong,0.003611,"15m",binance,RSI 19.71 - buy signal,2025-08-14 12:57:16.133,"[""RSI""]","{""rsi_value"": 19.71, ""rsi_window"": 14, ""oversold_level"": 20.0, ""overbought_level"": 80.0}","{""rsi_window"": 14, ""timeframe"": ""15m"", ""exchange"": ""binance""}",,,,,false,,,326
1380,AMP,sell,strong,0.003873,"15m",binance,RSI 82.14 - sell signal,2025-08-15 15:48:51.230,"[""RSI""]","{""rsi_value"": 82.14, ""rsi_window"": 14, ""oversold_level"": 20.0, ""overbought_level"": 80.0}","{""rsi_window"": 14, ""timeframe"": ""15m"", ""exchange"": ""binance""}",,,,,false,,,322
439,AMP,buy,strong,0.003658,"15m",binance,RSI 19.99 - buy signal,2025-08-11 13:03:54.958,"[""RSI""]","{""rsi_value"": 19.99, ""rsi_window"": 14, ""oversold_level"": 20.0, ""overbought_level"": 80.0}","{""rsi_window"": 14, ""timeframe"": ""15m"", ""exchange"": ""binance""}",,,,,false,,,325
685,AMP,sell,strong,0.003802,"15m",binance,RSI 80.66 - sell signal,2025-08-12 21:44:03.042,"[""RSI""]","{""rsi_value"": 80.66, ""rsi_window"": 14, ""oversold_level"": 20.0, ""overbought_level"": 80.0}","{""rsi_window"": 14, ""timeframe"": ""15m"", ""exchange"": ""binance""}",,,,,false,,,334
273,ANIME,buy,strong,0.0177,"15m",binance,RSI 18.92 - buy signal,2025-08-11 11:31:39.041,"[""RSI""]","{""rsi_value"": 18.92, ""rsi_window"": 14, ""oversold_level"": 20.0, ""overbought_level"": 80.0}","{""rsi_window"": 14, ""timeframe"": ""15m"", ""exchange"": ""binance""}",,,,,false,,,325
734,ANIME,sell,strong,0.01998,"15m",binance,RSI 89.03 - sell signal,2025-08-13 12:18:16.110,"[""RSI""]","{""rsi_value"": 89.03, ""rsi_window"": 14, ""oversold_level"": 20.0, ""overbought_level"": 80.0}","{""rsi_window"": 14, ""timeframe"": ""15m"", ""exchange"": ""binance""}",,,,,false,,,329
365,ANIME,buy,strong,0.01753,"15m",binance,RSI 16.71 - buy signal,2025-08-11 11:52:19.942,"[""RSI""]","{""rsi_value"": 16.71, ""rsi_window"": 14, ""oversold_level"": 20.0, ""overbought_level"": 80.0}","{""rsi_window"": 14, ""timeframe"": ""15m"", ""exchange"": ""binance""}",,,,,false,,,357
1132,ANIME,sell,strong,0.01821,"15m",binance,RSI 82.87 - sell signal,2025-08-15 09:06:21.353,"[""RSI""]","{""rsi_value"": 82.87, ""rsi_window"": 14, ""oversold_level"": 20.0, ""overbought_level"": 80.0}","{""rsi_window"": 14, ""timeframe"": ""15m"", ""exchange"": ""binance""}",,,,,false,,,327
1127,ANIME,sell,strong,0.01797,"15m",binance,RSI 80.77 - sell signal,2025-08-15 07:22:43.546,"[""RSI""]","{""rsi_value"": 80.77, ""rsi_window"": 14, ""oversold_level"": 20.0, ""overbought_level"": 80.0}","{""rsi_window"": 14, ""timeframe"": ""15m"", ""exchange"": ""binance""}",,,,,false,,,324
731,ANIME,sell,strong,0.01934,"15m",binance,RSI 81.43 - sell signal,2025-08-13 12:00:46.406,"[""RSI""]","{""rsi_value"": 81.43, ""rsi_window"": 14, ""oversold_level"": 20.0, ""overbought_level"": 80.0}","{""rsi_window"": 14, ""timeframe"": ""15m"", ""exchange"": ""binance""}",,,,,false,,,321
950,ANIME,buy,strong,0.01715,"15m",binance,RSI 19.56 - buy signal,2025-08-14 12:36:23.573,"[""RSI""]","{""rsi_value"": 19.56, ""rsi_window"": 14, ""oversold_level"": 20.0, ""overbought_level"": 80.0}","{""rsi_window"": 14, ""timeframe"": ""15m"", ""exchange"": ""binance""}",,,,,false,,,322
1311,ANKR,buy,strong,0.01522,"15m",binance,RSI 15.82 - buy signal,2025-08-15 15:44:45.004,"[""RSI""]","{""rsi_value"": 15.82, ""rsi_window"": 14, ""oversold_level"": 20.0, ""overbought_level"": 80.0}","{""rsi_window"": 14, ""timeframe"": ""15m"", ""exchange"": ""binance""}",,,,,false,,,412
925,ANKR,buy,strong,0.01614,"15m",binance,RSI 19.58 - buy signal,2025-08-14 12:36:02.319,"[""RSI""]","{""rsi_value"": 19.58, ""rsi_window"": 14, ""oversold_level"": 20.0, ""overbought_level"": 80.0}","{""rsi_window"": 14, ""timeframe"": ""15m"", ""exchange"": ""binance""}",,,,,false,,,329
636,ANKR,sell,strong,0.01675,"15m",binance,RSI 82.96 - sell signal,2025-08-12 18:18:57.479,"[""RSI""]","{""rsi_value"": 82.96, ""rsi_window"": 14, ""oversold_level"": 20.0, ""overbought_level"": 80.0}","{""rsi_window"": 14, ""timeframe"": ""15m"", ""exchange"": ""binance""}",,,,,false,,,333
394,ANKR,buy,strong,0.01605,"15m",binance,RSI 14.76 - buy signal,2025-08-11 12:01:19.704,"[""RSI""]","{""rsi_value"": 14.76, ""rsi_window"": 14, ""oversold_level"": 20.0, ""overbought_level"": 80.0}","{""rsi_window"": 14, ""timeframe"": ""15m"", ""exchange"": ""binance""}",,,,,false,,,324
173,ANKR,buy,strong,0.01623,"15m",binance,RSI 17.22 - buy signal,2025-08-11 11:18:53.995,"[""RSI""]","{""rsi_value"": 17.22, ""rsi_window"": 14, ""oversold_level"": 20.0, ""overbought_level"": 80.0}","{""rsi_window"": 14, ""timeframe"": ""15m"", ""exchange"": ""binance""}",,,,,false,,,321
603,ANKR,sell,strong,0.01666,"15m",binance,RSI 80.13 - sell signal,2025-08-12 17:22:32.472,"[""RSI""]","{""rsi_value"": 80.13, ""rsi_window"": 14, ""oversold_level"": 20.0, ""overbought_level"": 80.0}","{""rsi_window"": 14, ""timeframe"": ""15m"", ""exchange"": ""binance""}",,,,,false,,,333
1016,ANKR,buy,strong,0.01602,"15m",binance,RSI 17.56 - buy signal,2025-08-14 13:01:33.540,"[""RSI""]","{""rsi_value"": 17.56, ""rsi_window"": 14, ""oversold_level"": 20.0, ""overbought_level"": 80.0}","{""rsi_window"": 14, ""timeframe"": ""15m"", ""exchange"": ""binance""}",,,,,false,,,325
1196,ANKR,buy,strong,0.01536,"15m",binance,RSI 19.12 - buy signal,2025-08-15 15:25:22.626,"[""RSI""]","{""rsi_value"": 19.12, ""rsi_window"": 14, ""oversold_level"": 20.0, ""overbought_level"": 80.0}","{""rsi_window"": 14, ""timeframe"": ""15m"", ""exchange"": ""binance""}",,,,,false,,,323
1053,APE,buy,strong,0.6053,"15m",binance,RSI 17.03 - buy signal,2025-08-14 13:05:15.999,"[""RSI""]","{""rsi_value"": 17.03, ""rsi_window"": 14, ""oversold_level"": 20.0, ""overbought_level"": 80.0}","{""rsi_window"": 14, ""timeframe"": ""15m"", ""exchange"": ""binance""}",,,,,false,,,324
